EndDate,Role in Operation,County,Regions,Total Yield Bearing Acreage,Acre Ranges,Total Non-Yield Bearing Acreage,Pollination Manager,Cover Crop Grown,Cover Crop Seeds,Cover Crop Satisfaction,Cover Crop Interest,Cover Crop Concerns,Cover Crop Incentives,Water Source,PPH Grown,PPH Satisfaction,PPH Interest,PPH Concerns,PPH Incentives,Pollination,Beekeeper Location,Rental Price,Age
1/30/20,Owner/operator of almond orchard(s),Stanislaus,Central,18,Small,0,Farm manager,Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,Availability of water,,A combination of surface water and groundwater,No,,No,Prefer not to answer,9,We rented some bees and supplied some of our own,Out of state,N/A,55-64 years old
1/30/20,"Owner, not responsible for day-to-day management",Merced,Central,9,Small,0,"Owner of the almond orchard(s),Farm manager",No,,,Yes,"Labor to grow/maintain it,Cost of equipment needed to plant seeds,Physical interference with operations","Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",A combination of surface water and groundwater,No,,No,Lack of available land,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,Out of state,210,35-44 years old
1/30/20,Farm manager (not owner),Yuba,Delta,29,Small,3,"Owner of the almond orchard(s),Farm manager,Pesticide applicator,Beekeeper",Yes,"Private cost-share program (e.g., Seeds for Bees)",Very Satisfied,,We have no concerns about cover crops,,Surface water,Yes,Somewhat Satisfied,,"Labor to plant and maintain it,Effort/time to manage it,Availability of water,Fire danger from vegetation","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",Our orchards were not mature enough for bee pollination,,,65-74 years old
1/30/20,Farm manager (not owner),Merced,Central,33,Small,0,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",Yes,PCA/CCA/Crop consultant,Very Satisfied,,We have no concerns about cover crops,,Surface water,No,,No,Lack of available land,None of these are incentives,We rented all our bees,"California, but not a neighboring county",215,45-54 years old
1/30/20,Owner/operator of almond orchard(s),Stanislaus,Central,4,Small,0,Owner of the almond orchard(s),No,,,No,We have no concerns about cover crops,None of these are incentives,Groundwater,No,,No,"Lack of available land,Cost to plant and maintain it,Incompatibility with irrigation system(s)",Supporting native pollinators,We supplied all of our own bee pollination,,,25-34 years old
1/30/20,Owner/operator of almond orchard(s),Merced,Central,97,Medium,0,Owner of the almond orchard(s),No,,,Yes,Availability of water,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Federal cost-share program that covers the cost of cover crop seeds",Surface water,No,,Yes,"Labor to plant and maintain it,Availability of water","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,"California, but not a neighboring county",200,25-34 years old
1/31/20,Farm manager (not owner),Kings,South,56,Medium,2,"Independent PCA (not affiliated with an agricultural retailer),Pesticide applicator",Yes,PCA/CCA/Crop consultant,Somewhat Satisfied,,Inadequate soil type for cover crops,,Surface water,No,,No,Lack of available land,"Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented some bees and supplied some of our own,Near your orchard(s): from the same county or a neighboring county,205,35-44 years old
1/31/20,"Owner, not responsible for day-to-day management",Yolo,Delta,87,Medium,0,"Farm manager,Pesticide applicator",Yes,"Federal cost-share program (e.g., EQIP)",Very Satisfied,,We have no concerns about cover crops,,A combination of surface water and groundwater,No,,No,Lack of available land,Supporting native pollinators,We rented all our bees,Out of state,210,25-34 years old
1/31/20,Owner/operator of almond orchard(s),Stanislaus,Central,8,Small,1,Owner of the almond orchard(s),No,,,No,We have no concerns about cover crops,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",Surface water,No,,No,Lack of available land,Supporting native pollinators,We rented all our bees,Out of state,225,25-34 years old
1/31/20,Owner/operator of almond orchard(s),Kern,South,20,Small,10,Owner of the almond orchard(s),No,,,Not sure,"Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds",Surface water,Not sure,,No,"Cost to plant and maintain it,Availability of water,Increased risk of frost damage","Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,"California, but not a neighboring county",205,35-44 years old
1/31/20,Owner/operator of almond orchard(s),Stanislaus,Central,40,Small,0,Affiliated PCA (with an agricultural retailer),No,,,Yes,Expense of water,None of these are incentives,A combination of surface water and groundwater,No,,No,"Cost to plant and maintain it,Availability of water,Increased risk of frost damage",Supporting native pollinators,We supplied all of our own bee pollination,,,35-44 years old
1/31/20,"Owner, not responsible for day-to-day management",Yuba,Delta,85,Medium,5,Pesticide applicator,Yes,"Federal cost-share program (e.g., EQIP)",Somewhat Satisfied,,"Inadequate soil type for cover crops,Increased risk of frost damage,Physical interference with operations",,Surface water,No,,No,"Labor to plant and maintain it,Effort/time to manage it,Physical interference with operations","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,Out of state,185,45-54 years old
1/31/20,"Owner, not responsible for day-to-day management",Colusa,North,122,Medium,0,"Owner of the almond orchard(s),Farm manager,Pesticide applicator",Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,Inadequate soil type for cover crops,,A combination of surface water and groundwater,No,,No,"Lack of available land,Labor to plant and maintain it",None of these are incentives,We rented all our bees,"California, but not a neighboring county",215,45-54 years old
2/1/20,"Owner, not responsible for day-to-day management",Madera,Central,250,Large,150,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",No,,,Not sure,We have no concerns about cover crops,Prefer not to answer,Groundwater,No,,Not sure,Lack of information about how to grow permanent pollinator habitat,9,We rented all our bees,"California, but not a neighboring county",205,25-34 years old
2/1/20,"Owner, not responsible for day-to-day management",Madera,Central,120,Medium,0,"Owner of the almond orchard(s),Beekeeper",No,,,Not sure,Prefer not to answer,Prefer not to answer,Groundwater,No,,Not sure,Prefer not to answer,None of these are incentives,Prefer not to answer,Prefer not to answer,200,35-44 years old
2/3/20,Farm manager (not owner),San Joaquin,Central,60,Medium,0,"Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,Directly from seed company,Very Satisfied,,We have no concerns about cover crops,,A combination of surface water and groundwater,No,,Yes,Lack of available land,None of these are incentives,We rented all our bees,Out of state,179,65-74 years old
2/4/20,"Owner, not responsible for day-to-day management",Kings,South,128,Medium,50,Beekeeper,Yes,"Private cost-share program (e.g., Seeds for Bees)",Very Satisfied,,We have no concerns about cover crops,,Surface water,No,,No,Incompatibility with irrigation system(s),None of these are incentives,We rented all our bees,"California, but not a neighboring county",185,35-44 years old
2/4/20,Owner/operator of almond orchard(s),Kern,South,38,Small,10,Bee broker,No,,,Yes,"Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations","Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Surface water,Not sure,,Not sure,"Effort/time to manage it,Cost to plant and maintain it,Physical interference with operations","Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,Out of state,197,55-64 years old
